FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACIÓN_TOTAL;POBLACIÓN_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;RESIDUOS_LIMENTICIOS;MALEZA;RESIDUOS_ORGANICOS;PAPEL_BLANCO;PAPEL_PERIODICO;PAPEL_MIXTO;CARTON_BLANCO;CARTON_MARRON;CARTON_MIXTO;VIDRIO_TRANSPARENTE;VIDRIO_OTROS_COLORES;VIDRIOS_OTROS;TEREFLATO_POLIETILENO;POLIETILENO_ALTA_DENSIDAD;POLIETILENO_BAJA_DENSIDAD;POLIPROPILENO;OLIESTIRENO;QPOLICLORURO_VINILO;TETRABRICK;LATA;METALES_FERROSOS;ALUMINIO;OTROS_METALES;BOLSAS_PLASTICAS;RESIDUOS_SANITARIOS;RESIDUOS_PILAS;TECNOPOR;RESIDUOS_INERTES;RESIDUOS_TEXTILES;CAUCHO_CUERO;MEDICAMENTOS;ENVOLTURAS_SNAKCS_OTROS;RESIDUOS_NO_CATEGORIZADOS;PERIODO
20230627;3581;210808;SIERRA;PUNO;MELGAR;SANTA ROSA;6353;2837;3516;0.19;196.75;91.45;8.01;5.21;3.66;1.91;2.62;1.75;3.56;1.97;3.58;1.95;0.67;5.41;2.52;2.64;1.69;1.34;0.59;0.83;4.64;1.3;0.55;0.49;2.26;1.16;8.16;15.76;0.83;1.44;13.75;0.75;1.97;2.34;2020
20230627;3582;210809;SIERRA;PUNO;MELGAR;UMACHIRI;3884;683;3201;0.44;108.89;50.61;4.43;2.89;2.03;1.06;1.45;0.97;1.97;1.09;1.98;1.08;0.37;2.99;1.39;1.46;0.94;0.74;0.33;0.46;2.57;0.72;0.3;0.27;1.25;0.64;4.52;8.72;0.46;0.79;7.61;0.41;1.09;1.3;2020
20230627;3583;210901;SIERRA;PUNO;MOHO;MOHO;10927;2821;8106;0.39;401.57;135.33;4.94;14.78;9.6;8.79;7.19;1.45;2.41;0;4.78;3.09;0;16.58;3.21;0;0;9.88;0.12;0;6.99;0;0.44;3.09;1.29;0;38.83;51.8;2.09;3.17;71.68;0;0;0.04;2020
20230627;3584;210902;SIERRA;PUNO;MOHO;CONIMA;3263;863;2400;0.42;132.42;61.55;5.39;3.51;2.46;1.28;1.76;1.18;2.4;1.32;2.41;1.31;0.45;3.64;1.7;1.77;1.14;0.9;0.4;0.56;3.13;0.87;0.37;0.33;1.52;0.78;5.5;10.61;0.56;0.97;9.26;0.5;1.32;1.58;2020
20230627;3585;210903;SIERRA;PUNO;MOHO;HUAYRAPATA;2488;863;1625;0.44;137.59;63.95;5.6;3.65;2.56;1.33;1.83;1.22;2.49;1.38;2.5;1.36;0.47;3.78;1.76;1.84;1.18;0.94;0.41;0.58;3.25;0.91;0.39;0.34;1.58;0.81;5.71;11.02;0.58;1;9.62;0.52;1.38;1.64;2020
20230627;3586;210904;SIERRA;PUNO;MOHO;TILALI;2512;724;1788;0.44;115.43;53.65;4.7;3.06;2.15;1.12;1.54;1.03;2.09;1.15;2.1;1.14;0.39;3.17;1.48;1.55;0.99;0.78;0.35;0.48;2.72;0.76;0.32;0.29;1.33;0.68;4.79;9.25;0.48;0.84;8.07;0.44;1.15;1.37;2020
20230627;3587;211001;SIERRA;PUNO;SAN ANTONIO DE PUTINA;PUTINA;13882;9831;4051;0.31;1112.38;517.03;45.27;29.48;20.69;10.79;14.79;9.9;20.13;11.12;20.25;11.01;3.78;30.59;14.24;14.91;9.57;7.56;3.34;4.67;26.25;7.34;3.11;2.78;12.79;6.56;46.16;89.1;4.67;8.12;77.76;4.23;11.12;13.24;2020
20230627;3588;211002;SIERRA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;11551;10257;1294;0.73;2732.98;899.15;13.12;15.85;0;20.5;10.11;7.65;109.32;52.47;25.69;79.53;243.78;5.47;48.92;12.3;22.14;0;0;31.98;0;5.19;0;0;19.4;12.03;96.2;179.28;0;46.46;385.62;0;70.78;320.03;2020
20230627;3589;211003;SIERRA;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;1916;650;1266;0.44;103.63;48.17;4.22;2.75;1.93;1.01;1.38;0.92;1.88;1.04;1.89;1.03;0.35;2.85;1.33;1.39;0.89;0.7;0.31;0.44;2.45;0.68;0.29;0.26;1.19;0.61;4.3;8.3;0.44;0.76;7.24;0.39;1.04;1.23;2020
20230627;3590;211004;SIERRA;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;5541;2323;3218;0.33;279.81;130.05;11.39;7.41;5.2;2.71;3.72;2.49;5.06;2.8;5.09;2.77;0.95;7.69;3.58;3.75;2.41;1.9;0.84;1.18;6.6;1.85;0.78;0.7;3.22;1.65;11.61;22.41;1.18;2.04;19.56;1.06;2.8;3.33;2020
20230627;3591;211005;SIERRA;PUNO;SAN ANTONIO DE PUTINA;SINA;1844;592;1252;0.44;94.38;43.87;3.84;2.5;1.76;0.92;1.26;0.84;1.71;0.94;1.72;0.93;0.32;2.6;1.21;1.26;0.81;0.64;0.28;0.4;2.23;0.62;0.26;0.24;1.09;0.56;3.92;7.56;0.4;0.69;6.6;0.36;0.94;1.12;2020
20230627;3592;211101;SIERRA;PUNO;SAN ROMAN;JULIACA;252671;237966;14705;0.53;46034.52;24324.64;510.98;570.83;833.22;326.85;36.83;644.48;672.1;216.36;828.62;290.02;36.83;1565.17;188.74;704.33;138.1;69.05;243.98;446.53;805.6;41.43;23.02;27.62;552.41;151.91;2007.11;4304.23;174.93;598.45;1247.54;55.24;547.81;2849.54;2020
20230627;3593;211102;SIERRA;PUNO;SAN ROMAN;CABANA;5495;953;4542;0.28;97.4;45.27;3.96;2.58;1.81;0.94;1.3;0.87;1.76;0.97;1.77;0.96;0.33;2.68;1.25;1.31;0.84;0.66;0.29;0.41;2.3;0.64;0.27;0.24;1.12;0.57;4.04;7.8;0.41;0.71;6.81;0.37;0.97;1.16;2020
20230627;3594;211103;SIERRA;PUNO;SAN ROMAN;CABANILLAS;4546;2205;2341;0.44;351.55;163.4;14.31;9.32;6.54;3.41;4.68;3.13;6.36;3.52;6.4;3.48;1.2;9.67;4.5;4.71;3.02;2.39;1.05;1.48;8.3;2.32;0.98;0.88;4.04;2.07;14.59;28.16;1.48;2.57;24.57;1.34;3.52;4.18;2020
20230627;3595;211104;SIERRA;PUNO;SAN ROMAN;CARACOTO;7479;1195;6284;0.22;95.96;44.6;3.91;2.54;1.78;0.93;1.28;0.85;1.74;0.96;1.75;0.95;0.33;2.64;1.23;1.29;0.83;0.65;0.29;0.4;2.26;0.63;0.27;0.24;1.1;0.57;3.98;7.69;0.4;0.7;6.71;0.36;0.96;1.14;2020
20230627;3596;211105;SIERRA;PUNO;SAN ROMAN;SAN MIGUEL;73839;68013;5826;0.55;13653.61;7057.55;307.21;296.28;263.51;133.81;129.71;139.27;241.67;121.52;208.9;96.94;43.69;451.93;159.75;118.79;62.81;65.54;32.77;118.79;253.96;58.71;23.21;16.38;196.61;118.79;492.9;1237.02;28.67;107.86;674.49;28.67;125.61;240.3;2020
20230627;3597;211201;SELVA;PUNO;SANDIA;SANDIA;11446;4053;7393;0.52;769.26;479.4;29.77;15.54;7.46;4.46;5.92;1.69;8.08;5.38;5.38;6.15;5.77;11.15;6;6.23;8.15;3.46;2.31;2.62;11.69;6.38;3.77;2.54;7.23;2.77;17.85;27;0.92;9.23;49.85;1.85;3.23;10;2020
20230627;3598;211202;SIERRA;PUNO;SANDIA;CUYOCUYO;5633;2015;3618;0.44;321.26;149.32;13.08;8.51;5.98;3.12;4.27;2.86;5.81;3.21;5.85;3.18;1.09;8.83;4.11;4.3;2.76;2.18;0.96;1.35;7.58;2.12;0.9;0.8;3.69;1.9;13.33;25.73;1.35;2.35;22.46;1.22;3.21;3.82;2020
20230627;3599;211203;SELVA;PUNO;SANDIA;LIMBANI;3269;1575;1694;0.53;307.21;191.46;11.89;6.21;2.98;1.78;2.37;0.68;3.23;2.15;2.15;2.46;2.3;4.45;2.4;2.49;3.26;1.38;0.92;1.04;4.67;2.55;1.51;1.01;2.89;1.11;7.13;10.78;0.37;3.69;19.91;0.74;1.29;3.99;2020
20230627;3600;211204;SIERRA;PUNO;SANDIA;PATAMBUCO;4212;431;3781;0.46;72.52;33.71;2.95;1.92;1.35;0.7;0.96;0.65;1.31;0.73;1.32;0.72;0.25;1.99;0.93;0.97;0.62;0.49;0.22;0.3;1.71;0.48;0.2;0.18;0.83;0.43;3.01;5.81;0.3;0.53;5.07;0.28;0.73;0.86;2020
20230627;3601;211205;SELVA;PUNO;SANDIA;PHARA;6145;1498;4647;0.53;292.19;182.1;11.31;5.9;2.83;1.69;2.25;0.64;3.07;2.05;2.05;2.34;2.19;4.24;2.28;2.37;3.1;1.31;0.88;0.99;4.44;2.43;1.43;0.96;2.75;1.05;6.78;10.26;0.35;3.51;18.93;0.7;1.23;3.8;2020
20230627;3602;211206;SIERRA;PUNO;SANDIA;QUIACA;2308;335;1973;0.44;53.41;24.82;2.17;1.42;0.99;0.52;0.71;0.48;0.97;0.53;0.97;0.53;0.18;1.47;0.68;0.72;0.46;0.36;0.16;0.22;1.26;0.35;0.15;0.13;0.61;0.32;2.22;4.28;0.22;0.39;3.73;0.2;0.53;0.64;2020
20230627;3603;211207;SELVA;PUNO;SANDIA;SAN JUAN DEL ORO;3235;1676;1559;0.53;326.91;203.73;12.65;6.6;3.17;1.9;2.52;0.72;3.43;2.29;2.29;2.62;2.45;4.74;2.55;2.65;3.47;1.47;0.98;1.11;4.97;2.71;1.6;1.08;3.07;1.18;7.58;11.47;0.39;3.92;21.18;0.78;1.37;4.25;2020
20230627;3604;211208;SELVA;PUNO;SANDIA;YANAHUAYA;2127;995;1132;0.53;194.08;120.95;7.51;3.92;1.88;1.13;1.49;0.43;2.04;1.36;1.36;1.55;1.46;2.81;1.51;1.57;2.06;0.87;0.58;0.66;2.95;1.61;0.95;0.64;1.82;0.7;4.5;6.81;0.23;2.33;12.58;0.47;0.82;2.52;2020
20230627;3605;211209;SELVA;PUNO;SANDIA;ALTO INAMBARI;7480;1538;5942;0.53;300;186.96;11.61;6.06;2.91;1.74;2.31;0.66;3.15;2.1;2.1;2.4;2.25;4.35;2.34;2.43;3.18;1.35;0.9;1.02;4.56;2.49;1.47;0.99;2.82;1.08;6.96;10.53;0.36;3.6;19.44;0.72;1.26;3.9;2020
20230627;3606;211210;SELVA;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCU;10233;1823;8410;0.53;355.59;221.6;13.76;7.18;3.45;2.06;2.74;0.78;3.73;2.49;2.49;2.84;2.67;5.16;2.77;2.88;3.77;1.6;1.07;1.21;5.4;2.95;1.74;1.17;3.34;1.28;8.25;12.48;0.43;4.27;23.04;0.85;1.49;4.62;2020
20230627;3607;211301;SIERRA;PUNO;YUNGUYO;YUNGUYO;24795;11075;13720;0.37;1495.68;509.58;54.74;33.8;20.34;12.56;35.15;1.79;96.32;56.39;24.08;12.56;0.45;82.71;15.56;44.42;23.48;15.11;1.2;6.13;23.03;11.07;5.38;1.35;49.81;28.87;78.07;77.63;5.09;13.61;114.57;3.14;8.23;29.46;2020
20230627;3608;211302;SIERRA;PUNO;YUNGUYO;ANAPIA;1743;1476;267;0.2;107.75;50.08;4.39;2.86;2;1.05;1.43;0.96;1.95;1.08;1.96;1.07;0.37;2.96;1.38;1.44;0.93;0.73;0.32;0.45;2.54;0.71;0.3;0.27;1.24;0.64;4.47;8.63;0.45;0.79;7.53;0.41;1.08;1.28;2020
20230627;3609;211303;SIERRA;PUNO;YUNGUYO;COPANI;4930;563;4367;0.44;89.76;41.72;3.65;2.38;1.67;0.87;1.19;0.8;1.62;0.9;1.63;0.89;0.31;2.47;1.15;1.2;0.77;0.61;0.27;0.38;2.12;0.59;0.25;0.22;1.03;0.53;3.73;7.19;0.38;0.66;6.27;0.34;0.9;1.07;2020
20230627;3610;211304;SIERRA;PUNO;YUNGUYO;CUTURAPI;1344;853;491;0.44;136;63.21;5.54;3.6;2.53;1.32;1.81;1.21;2.46;1.36;2.48;1.35;0.46;3.74;1.74;1.82;1.17;0.92;0.41;0.57;3.21;0.9;0.38;0.34;1.56;0.8;5.64;10.89;0.57;0.99;9.51;0.52;1.36;1.62;2020
20230627;3611;211305;SIERRA;PUNO;YUNGUYO;OLLARAYA;2579;349;2230;0.27;34.39;15.99;1.4;0.91;0.64;0.33;0.46;0.31;0.62;0.34;0.63;0.34;0.12;0.95;0.44;0.46;0.3;0.23;0.1;0.14;0.81;0.23;0.1;0.09;0.4;0.2;1.43;2.75;0.14;0.25;2.4;0.13;0.34;0.41;2020
20230627;3612;211306;SIERRA;PUNO;YUNGUYO;TINICACHI;876;525;351;0.44;83.7;38.9;3.41;2.22;1.56;0.81;1.11;0.74;1.52;0.84;1.52;0.83;0.28;2.3;1.07;1.12;0.72;0.57;0.25;0.35;1.98;0.55;0.23;0.21;0.96;0.49;3.47;6.7;0.35;0.61;5.85;0.32;0.84;1;2020
20230627;3613;211307;SIERRA;PUNO;YUNGUYO;UNICACHI;849;332;517;0.44;52.93;24.6;2.15;1.4;0.98;0.51;0.7;0.47;0.96;0.53;0.96;0.52;0.18;1.46;0.68;0.71;0.46;0.36;0.16;0.22;1.25;0.35;0.15;0.13;0.61;0.31;2.2;4.24;0.22;0.39;3.7;0.2;0.53;0.63;2020
20230627;3614;220101;SELVA;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;85365;63094;22271;0.54;12435.83;9039.69;179.05;0;0;0;207.39;0;0;165.28;19.68;114.12;0;125.93;175.12;0;0;0;0;26.76;177.09;133.41;65.72;68.87;176.69;21.64;428.16;663.09;30.7;29.51;402.58;69.26;0;116.09;2020
20230627;3615;220102;SELVA;SAN MARTIN;MOYOBAMBA;CALZADA;4792;4206;586;0.42;644.78;498.76;4.01;33.49;3.5;0.62;0.45;0.17;5.19;1.22;3.42;4.67;2.52;4.42;2.77;1.69;2.75;0.85;1.79;0;8.07;0.36;0.23;0.04;0;0;15.92;34.94;0.62;0.51;6.23;0.55;2.16;2.84;2020
20230627;3616;220103;SELVA;SAN MARTIN;MOYOBAMBA;HABANA;1677;1316;361;0.52;249.78;155.66;9.67;5.05;2.42;1.45;1.92;0.55;2.62;1.75;1.75;2;1.87;3.62;1.95;2.02;2.65;1.12;0.75;0.85;3.8;2.07;1.22;0.82;2.35;0.9;5.79;8.77;0.3;3;16.19;0.6;1.05;3.25;2020
20230627;3617;220104;SELVA;SAN MARTIN;MOYOBAMBA;JEPELACIO;15972;6278;9694;0.45;1031.16;642.62;39.91;20.83;10;5.98;7.94;2.27;10.83;7.22;7.22;8.25;7.73;14.95;8.04;8.35;10.93;4.64;3.09;3.51;15.67;8.56;5.05;3.4;9.69;3.71;23.92;36.19;1.24;12.37;66.82;2.47;4.33;13.41;2020
20230627;3618;220105;SELVA;SAN MARTIN;MOYOBAMBA;SORITOR;22909;16044;6865;0.53;3103.71;2131.32;60.83;24.52;42.21;13.66;27.31;21.11;37.87;21.11;27.93;16.14;7.45;63.01;27.31;29.17;19.86;7.76;5.59;9.62;45.62;13.35;3.1;3.72;16.45;10.24;126.94;169.46;3.72;11.17;49.66;5.28;21.73;29.49;2020
20230627;3619;220106;SELVA;SAN MARTIN;MOYOBAMBA;YANTALO;2916;2247;669;0.44;360.87;224.89;13.97;7.29;3.5;2.09;2.78;0.79;3.79;2.53;2.53;2.89;2.71;5.23;2.81;2.92;3.83;1.62;1.08;1.23;5.49;3;1.77;1.19;3.39;1.3;8.37;12.67;0.43;4.33;23.38;0.87;1.52;4.69;2020
20230627;3620;220201;SELVA;SAN MARTIN;BELLAVISTA;BELLAVISTA;18627;17739;888;0.67;4338.07;2978.95;85.03;34.27;59;19.09;38.18;29.5;52.92;29.5;39.04;22.56;10.41;88.06;38.18;40.78;27.76;10.85;7.81;13.45;63.77;18.65;4.34;5.21;22.99;14.32;177.43;236.86;5.21;15.62;69.41;7.37;30.37;41.21;2020
20230627;3621;220202;SELVA;SAN MARTIN;BELLAVISTA;ALTO BIAVO;9595;4491;5104;0.52;852.39;531.21;32.99;17.22;8.27;4.94;6.56;1.88;8.95;5.97;5.97;6.82;6.39;12.36;6.65;6.9;9.04;3.84;2.56;2.9;12.96;7.07;4.18;2.81;8.01;3.07;19.78;29.92;1.02;10.23;55.23;2.05;3.58;11.08;2020
20230627;3622;220203;SELVA;SAN MARTIN;BELLAVISTA;BAJO BIAVO;15041;2479;12562;0.59;533.85;332.7;20.66;10.78;5.18;3.1;4.11;1.17;5.61;3.74;3.74;4.27;4;7.74;4.16;4.32;5.66;2.4;1.6;1.82;8.11;4.43;2.62;1.76;5.02;1.92;12.39;18.74;0.64;6.41;34.59;1.28;2.24;6.94;2020
20230627;3623;220204;SELVA;SAN MARTIN;BELLAVISTA;HUALLAGA;2735;998;1737;0.53;194.67;121.32;7.53;3.93;1.89;1.13;1.5;0.43;2.04;1.36;1.36;1.56;1.46;2.82;1.52;1.58;2.06;0.88;0.58;0.66;2.96;1.62;0.95;0.64;1.83;0.7;4.52;6.83;0.23;2.34;12.61;0.47;0.82;2.53;2020
20230627;3624;220205;SELVA;SAN MARTIN;BELLAVISTA;SAN PABLO;8638;6288;2350;0.52;1193.46;743.77;46.19;24.11;11.58;6.92;9.19;2.63;12.53;8.35;8.35;9.55;8.95;17.31;9.31;9.67;12.65;5.37;3.58;4.06;18.14;9.91;5.85;3.94;11.22;4.3;27.69;41.89;1.43;14.32;77.34;2.86;5.01;15.52;2020
20230627;3625;220206;SELVA;SAN MARTIN;BELLAVISTA;SAN RAFAEL;6257;5429;828;0.77;1525.82;876.41;70.23;6.63;11.96;4.25;12.26;5.79;3.39;7.52;6.89;8.77;12.45;12.82;4.86;12.53;10.83;5.64;10.35;0.83;13.78;40.46;20.68;15.54;9.96;5.18;2.09;3.72;1.82;1.21;288.95;3.05;1.04;33.92;2020
20230627;3626;220301;SELVA;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;16998;12258;4740;0.55;2460.79;1893.33;18.21;9.1;3.94;7.38;51.18;0;12.55;42.82;6.89;7.63;4.43;56.6;2.95;12.06;1.48;0.49;0.49;0;25.59;4.68;0.25;0;0;0;74.56;36.67;2.95;4.68;8.86;0.74;7.14;163.15;2020
20230627;3627;220302;SELVA;SAN MARTIN;EL DORADO;AGUA BLANCA;2359;1366;993;0.47;234.34;146.04;9.07;4.73;2.27;1.36;1.8;0.52;2.46;1.64;1.64;1.87;1.76;3.4;1.83;1.9;2.48;1.05;0.7;0.8;3.56;1.94;1.15;0.77;2.2;0.84;5.44;8.23;0.28;2.81;15.19;0.56;0.98;3.05;2020
20230627;3628;220303;SELVA;SAN MARTIN;EL DORADO;SAN MARTIN;13096;3323;9773;0.52;630.71;393.06;24.41;12.74;6.12;3.66;4.86;1.39;6.62;4.41;4.41;5.05;4.73;9.15;4.92;5.11;6.69;2.84;1.89;2.14;9.59;5.23;3.09;2.08;5.93;2.27;14.63;22.14;0.76;7.57;40.87;1.51;2.65;8.2;2020
20230627;3629;220304;SELVA;SAN MARTIN;EL DORADO;SANTA ROSA;7305;2302;5003;0.53;449.02;279.83;17.38;9.07;4.36;2.6;3.46;0.99;4.71;3.14;3.14;3.59;3.37;6.51;3.5;3.64;4.76;2.02;1.35;1.53;6.83;3.73;2.2;1.48;4.22;1.62;10.42;15.76;0.54;5.39;29.1;1.08;1.89;5.84;2020
20230627;3630;220305;SELVA;SAN MARTIN;EL DORADO;SHATOJA;3225;1413;1812;0.53;275.61;171.76;10.67;5.57;2.67;1.6;2.12;0.61;2.89;1.93;1.93;2.2;2.07;4;2.15;2.23;2.92;1.24;0.83;0.94;4.19;2.29;1.35;0.91;2.59;0.99;6.39;9.67;0.33;3.31;17.86;0.66;1.16;3.58;2020
20230627;3631;220401;SELVA;SAN MARTIN;HUALLAGA;SAPOSOA;14798;8819;5979;0.66;2130.93;1461.4;4.69;7.03;11.93;2.56;11.08;1.28;16.41;14.7;8.31;17.9;20.46;39.64;16.62;10.44;14.06;1.7;3.84;5.75;34.09;25.78;7.88;10.23;8.95;11.08;32.6;32.39;0.64;2.56;288.53;2.13;2.13;2.13;2020
20230627;3632;220402;SELVA;SAN MARTIN;HUALLAGA;ALTO SAPOSOA;5374;3170;2204;0.53;618.33;385.34;23.93;12.49;6;3.59;4.76;1.36;6.49;4.33;4.33;4.95;4.64;8.97;4.82;5.01;6.55;2.78;1.85;2.1;9.4;5.13;3.03;2.04;5.81;2.23;14.35;21.7;0.74;7.42;40.07;1.48;2.6;8.04;2020
20230627;3633;220403;SELVA;SAN MARTIN;HUALLAGA;EL ESLABON;1992;1168;824;0.53;227.83;141.98;8.82;4.6;2.21;1.32;1.75;0.5;2.39;1.59;1.59;1.82;1.71;3.3;1.78;1.85;2.41;1.03;0.68;0.77;3.46;1.89;1.12;0.75;2.14;0.82;5.29;8;0.27;2.73;14.76;0.55;0.96;2.96;2020
20230627;3634;220404;SELVA;SAN MARTIN;HUALLAGA;PISCOYACU;4716;2283;2433;0.55;455.73;284.01;17.64;9.21;4.42;2.64;3.51;1;4.79;3.19;3.19;3.65;3.42;6.61;3.55;3.69;4.83;2.05;1.37;1.55;6.93;3.78;2.23;1.5;4.28;1.64;10.57;16;0.55;5.47;29.53;1.09;1.91;5.92;2020
20230627;3635;220405;SELVA;SAN MARTIN;HUALLAGA;SACANCHE;2395;1170;1225;0.53;228.22;142.22;8.83;4.61;2.21;1.32;1.76;0.5;2.4;1.6;1.6;1.83;1.71;3.31;1.78;1.85;2.42;1.03;0.68;0.78;3.47;1.89;1.12;0.75;2.15;0.82;5.29;8.01;0.27;2.74;14.79;0.55;0.96;2.97;2020
20230627;3636;220406;SELVA;SAN MARTIN;HUALLAGA;TINGO DE SAPOSOA;822;753;69;0.64;176.45;109.96;6.83;3.56;1.71;1.02;1.36;0.39;1.85;1.24;1.24;1.41;1.32;2.56;1.38;1.43;1.87;0.79;0.53;0.6;2.68;1.46;0.86;0.58;1.66;0.64;4.09;6.19;0.21;2.12;11.43;0.42;0.74;2.29;2020
20230627;3637;220501;SELVA;SAN MARTIN;LAMAS;LAMAS;15474;13639;1835;0.69;3434.98;2358.8;67.33;27.14;46.72;15.11;30.23;23.36;41.91;23.36;30.91;17.86;8.24;69.73;30.23;32.29;21.98;8.59;6.18;10.65;50.49;14.77;3.43;4.12;18.21;11.34;140.49;187.55;4.12;12.37;54.96;5.84;24.04;32.63;2020
20230627;3638;220502;SELVA;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;14486;6580;7906;0.56;1344.95;838.17;52.05;27.17;13.05;7.8;10.36;2.96;14.12;9.41;9.41;10.76;10.09;19.5;10.49;10.89;14.26;6.05;4.03;4.57;20.44;11.16;6.59;4.44;12.64;4.84;31.2;47.21;1.61;16.14;87.15;3.23;5.65;17.48;2020
20230627;3639;220503;SELVA;SAN MARTIN;LAMAS;BARRANQUITA;7435;4024;3411;0.55;803.26;500.59;31.09;16.23;7.79;4.66;6.19;1.77;8.43;5.62;5.62;6.43;6.02;11.65;6.27;6.51;8.51;3.61;2.41;2.73;12.21;6.67;3.94;2.65;7.55;2.89;18.64;28.19;0.96;9.64;52.05;1.93;3.37;10.44;2020
20230627;3640;220504;SELVA;SAN MARTIN;LAMAS;CAYNARACHI;11081;6487;4594;0.65;1539.04;959.13;59.56;31.09;14.93;8.93;11.85;3.39;16.16;10.77;10.77;12.31;11.54;22.32;12;12.47;16.31;6.93;4.62;5.23;23.39;12.77;7.54;5.08;14.47;5.54;35.71;54.02;1.85;18.47;99.73;3.69;6.46;20.01;2020
20230627;3641;220505;SELVA;SAN MARTIN;LAMAS;CU�UMBUQUI;3100;1879;1221;0.63;432.08;269.27;16.72;8.73;4.19;2.51;3.33;0.95;4.54;3.02;3.02;3.46;3.24;6.27;3.37;3.5;4.58;1.94;1.3;1.47;6.57;3.59;2.12;1.43;4.06;1.56;10.02;15.17;0.52;5.18;28;1.04;1.81;5.62;2020
20230627;3642;220506;SELVA;SAN MARTIN;LAMAS;PINTO RECODO;9134;2345;6789;0.53;457.41;285.06;17.7;9.24;4.44;2.65;3.52;1.01;4.8;3.2;3.2;3.66;3.43;6.63;3.57;3.7;4.85;2.06;1.37;1.56;6.95;3.8;2.24;1.51;4.3;1.65;10.61;16.05;0.55;5.49;29.64;1.1;1.92;5.95;2020
20230627;3643;220507;SELVA;SAN MARTIN;LAMAS;RUMISAPA;3842;1929;1913;0.3;211.23;131.64;8.17;4.27;2.05;1.23;1.63;0.46;2.22;1.48;1.48;1.69;1.58;3.06;1.65;1.71;2.24;0.95;0.63;0.72;3.21;1.75;1.04;0.7;1.99;0.76;4.9;7.41;0.25;2.53;13.69;0.51;0.89;2.75;2020
20230627;3644;220508;SELVA;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;1715;764;951;0.53;149.02;92.87;5.77;3.01;1.45;0.86;1.15;0.33;1.56;1.04;1.04;1.19;1.12;2.16;1.16;1.21;1.58;0.67;0.45;0.51;2.27;1.24;0.73;0.49;1.4;0.54;3.46;5.23;0.18;1.79;9.66;0.36;0.63;1.94;2020
20230627;3645;220509;SELVA;SAN MARTIN;LAMAS;SHANAO;1920;937;983;0.58;198.36;123.62;7.68;4.01;1.92;1.15;1.53;0.44;2.08;1.39;1.39;1.59;1.49;2.88;1.55;1.61;2.1;0.89;0.6;0.67;3.02;1.65;0.97;0.65;1.86;0.71;4.6;6.96;0.24;2.38;12.85;0.48;0.83;2.58;2020
20230627;3646;220510;SELVA;SAN MARTIN;LAMAS;TABALOSOS;14593;10075;4518;0.55;2011.16;1381.06;39.42;15.89;27.35;8.85;17.7;13.68;24.54;13.68;18.1;10.46;4.83;40.83;17.7;18.9;12.87;5.03;3.62;6.23;29.56;8.65;2.01;2.41;10.66;6.64;82.26;109.81;2.41;7.24;32.18;3.42;14.08;19.11;2020
20230627;3647;220511;SELVA;SAN MARTIN;LAMAS;ZAPATERO;5857;2273;3584;0.55;453.73;282.77;17.56;9.17;4.4;2.63;3.49;1;4.76;3.18;3.18;3.63;3.4;6.58;3.54;3.68;4.81;2.04;1.36;1.54;6.9;3.77;2.22;1.5;4.27;1.63;10.53;15.93;0.54;5.44;29.4;1.09;1.91;5.9;2020
20230627;3648;220601;SELVA;SAN MARTIN;MARISCAL CACERES;JUANJUI;34024;30671;3353;0.74;8306.63;6465.88;50.67;12.46;49.84;19.94;53.16;18.27;14.12;34.89;16.61;43.19;49.84;121.28;10.8;23.26;31.57;12.46;14.95;6.65;128.75;112.97;6.65;28.24;27.41;26.58;159.49;118.78;20.77;9.14;593.09;9.97;8.31;6.65;2020
20230627;3649;220602;SELVA;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;17190;5310;11880;0.79;1531.14;954.21;59.26;30.93;14.85;8.88;11.79;3.37;16.08;10.72;10.72;12.25;11.48;22.2;11.94;12.4;16.23;6.89;4.59;5.21;23.27;12.71;7.5;5.05;14.39;5.51;35.52;53.74;1.84;18.37;99.22;3.67;6.43;19.9;2020
20230627;3650;220603;SELVA;SAN MARTIN;MARISCAL CACERES;HUICUNGO;9409;4971;4438;0.58;1052.36;655.83;40.73;21.26;10.21;6.1;8.1;2.32;11.05;7.37;7.37;8.42;7.89;15.26;8.21;8.52;11.16;4.74;3.16;3.58;16;8.73;5.16;3.47;9.89;3.79;24.41;36.94;1.26;12.63;68.19;2.53;4.42;13.68;2020
