FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACIÓN_TOTAL;POBLACIÓN_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;RESIDUOS_LIMENTICIOS;MALEZA;RESIDUOS_ORGANICOS;PAPEL_BLANCO;PAPEL_PERIODICO;PAPEL_MIXTO;CARTON_BLANCO;CARTON_MARRON;CARTON_MIXTO;VIDRIO_TRANSPARENTE;VIDRIO_OTROS_COLORES;VIDRIOS_OTROS;TEREFLATO_POLIETILENO;POLIETILENO_ALTA_DENSIDAD;POLIETILENO_BAJA_DENSIDAD;POLIPROPILENO;OLIESTIRENO;QPOLICLORURO_VINILO;TETRABRICK;LATA;METALES_FERROSOS;ALUMINIO;OTROS_METALES;BOLSAS_PLASTICAS;RESIDUOS_SANITARIOS;RESIDUOS_PILAS;TECNOPOR;RESIDUOS_INERTES;RESIDUOS_TEXTILES;CAUCHO_CUERO;MEDICAMENTOS;ENVOLTURAS_SNAKCS_OTROS;RESIDUOS_NO_CATEGORIZADOS;PERIODO
20230627;1;10101;SELVA;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;37870;37125;745;0.51;6910.82;4538.33;96.45;17.22;133.66;2.62;19.29;158.46;150.47;2.48;145.37;45.75;0;57.87;43.4;38.17;6.75;19.01;4.68;13.78;53.6;108.72;3.72;3.44;45.47;19.98;308.65;659.32;9.09;9.65;62.69;55.8;26.18;50.74;2019
20230627;2;10102;SELVA;AMAZONAS;CHACHAPOYAS;ASUNCION;281;147;134;0.54;29.05;17.88;1.32;0.73;0.29;0.16;0.22;0.06;0.33;0.2;0.19;0.23;0.21;0.44;0.24;0.23;0.3;0.13;0.09;0.1;0.45;0.24;0.14;0.09;0.27;0.1;0.64;1.04;0.04;0.34;1.82;0.07;0.12;0.36;2019
20230627;3;10103;SIERRA;AMAZONAS;CHACHAPOYAS;BALSAS;1202;336;866;0.44;53.68;22.4;2.84;2.95;1.06;0.61;0.77;0.51;0.89;0.58;1;0.58;0.22;1.45;0.69;0.65;0.52;0.39;0.19;0.19;1.26;0.44;0.2;0.18;0.57;0.3;2.32;4.14;0.23;0.45;3.59;0.25;0.57;0.71;2019
20230627;4;10104;SIERRA;AMAZONAS;CHACHAPOYAS;CHETO;696;467;229;0.44;74.6;31.14;3.94;4.1;1.47;0.85;1.06;0.72;1.24;0.8;1.38;0.8;0.3;2.02;0.97;0.91;0.72;0.54;0.26;0.27;1.75;0.62;0.28;0.25;0.79;0.41;3.22;5.75;0.32;0.63;4.99;0.35;0.8;0.98;2019
20230627;5;10105;SIERRA;AMAZONAS;CHACHAPOYAS;CHILIQUIN;604;178;426;0.44;28.44;11.87;1.5;1.56;0.56;0.32;0.41;0.27;0.47;0.31;0.53;0.31;0.11;0.77;0.37;0.35;0.28;0.2;0.1;0.1;0.67;0.24;0.11;0.09;0.3;0.16;1.23;2.19;0.12;0.24;1.9;0.13;0.3;0.37;2019
20230627;6;10106;SIERRA;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;1955;521;1434;0.44;83.23;34.74;4.4;4.57;1.64;0.95;1.19;0.8;1.38;0.9;1.54;0.89;0.33;2.25;1.08;1.01;0.81;0.6;0.29;0.3;1.95;0.69;0.31;0.27;0.88;0.46;3.59;6.42;0.36;0.7;5.56;0.39;0.89;1.09;2019
20230627;7;10107;SELVA;AMAZONAS;CHACHAPOYAS;GRANADA;532;183;349;0.54;36.16;22.26;1.64;0.91;0.36;0.2;0.27;0.08;0.41;0.24;0.24;0.28;0.26;0.55;0.3;0.28;0.38;0.16;0.11;0.12;0.56;0.29;0.17;0.12;0.33;0.13;0.8;1.29;0.04;0.42;2.27;0.09;0.14;0.45;2019
20230627;8;10108;SIERRA;AMAZONAS;CHACHAPOYAS;HUANCAS;1395;1338;57;0.48;236.34;82.17;17.99;11.95;11.11;0;0;0;6.91;1.91;3.22;3.42;0;4.87;2.64;2.88;4.37;1.59;3.25;0;8.08;15.03;3.05;5.14;2.72;2.28;4.09;9.55;2.42;2.42;10.85;2.76;4.77;4.91;2019
20230627;9;10109;SELVA;AMAZONAS;CHACHAPOYAS;LA JALCA;4080;2312;1768;0.54;456.84;281.23;20.69;11.49;4.51;2.59;3.45;0.98;5.15;3.09;3.04;3.55;3.3;6.89;3.8;3.6;4.75;2.02;1.35;1.57;7.09;3.71;2.16;1.46;4.18;1.6;10.13;16.33;0.56;5.3;28.7;1.13;1.83;5.63;2019
20230627;10;10110;SELVA;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;3845;2859;986;0.68;709.6;436.83;32.14;17.85;7;4.02;5.37;1.53;7.99;4.8;4.72;5.52;5.13;10.7;5.89;5.58;7.37;3.14;2.09;2.43;11.01;5.76;3.35;2.27;6.5;2.48;15.74;25.37;0.87;8.23;44.57;1.76;2.84;8.74;2019
20230627;11;10111;SIERRA;AMAZONAS;CHACHAPOYAS;LEVANTO;817;449;368;0.44;71.73;29.94;3.79;3.94;1.41;0.81;1.02;0.69;1.19;0.77;1.33;0.77;0.29;1.94;0.93;0.87;0.7;0.52;0.25;0.26;1.68;0.59;0.27;0.24;0.76;0.4;3.1;5.53;0.31;0.6;4.8;0.33;0.77;0.94;2019
20230627;12;10112;SELVA;AMAZONAS;CHACHAPOYAS;MAGDALENA;913;731;182;0.54;144.44;88.92;6.54;3.63;1.43;0.82;1.09;0.31;1.63;0.98;0.96;1.12;1.04;2.18;1.2;1.14;1.5;0.64;0.43;0.5;2.24;1.17;0.68;0.46;1.32;0.51;3.2;5.16;0.18;1.67;9.07;0.36;0.58;1.78;2019
20230627;13;10113;SELVA;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;1507;1036;471;0.48;179.85;70.28;39.99;29.32;2.46;0.13;0.39;0;6.16;0;0;0.11;0;6.07;4.43;0;0.09;0;0;0.35;4.44;0.83;0;0;0;0;0;10.24;0.1;0;3.57;0.87;0;0;2019
20230627;14;10114;SIERRA;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;2296;631;1665;0.44;100.8;42.07;5.33;5.54;1.99;1.14;1.44;0.97;1.67;1.09;1.87;1.08;0.41;2.73;1.31;1.22;0.98;0.73;0.36;0.36;2.37;0.83;0.38;0.33;1.07;0.56;4.35;7.77;0.43;0.85;6.74;0.47;1.08;1.33;2019
20230627;15;10115;SELVA;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;503;461;42;0.45;75.01;29.31;16.68;12.23;1.03;0.06;0.16;0;2.57;0;0;0.04;0;2.53;1.85;0;0.04;0;0;0.15;1.85;0.35;0;0;0;0;0;4.27;0.04;0;1.49;0.36;0;0;2019
20230627;16;10116;SELVA;AMAZONAS;CHACHAPOYAS;OLLEROS;429;141;288;0.54;27.86;17.15;1.26;0.7;0.27;0.16;0.21;0.06;0.31;0.19;0.19;0.22;0.2;0.42;0.23;0.22;0.29;0.12;0.08;0.1;0.43;0.23;0.13;0.09;0.26;0.1;0.62;1;0.03;0.32;1.75;0.07;0.11;0.34;2019
20230627;17;10117;SELVA;AMAZONAS;CHACHAPOYAS;QUINJALCA;807;95;712;0.54;18.77;11.56;0.85;0.47;0.19;0.11;0.14;0.04;0.21;0.13;0.12;0.15;0.14;0.28;0.16;0.15;0.2;0.08;0.06;0.06;0.29;0.15;0.09;0.06;0.17;0.07;0.42;0.67;0.02;0.22;1.18;0.05;0.08;0.23;2019
20230627;18;10118;SELVA;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;323;238;85;0.41;35.62;21.93;1.61;0.9;0.35;0.2;0.27;0.08;0.4;0.24;0.24;0.28;0.26;0.54;0.3;0.28;0.37;0.16;0.11;0.12;0.55;0.29;0.17;0.11;0.33;0.12;0.79;1.27;0.04;0.41;2.24;0.09;0.14;0.44;2019
20230627;19;10119;SELVA;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;599;429;170;0.54;84.77;52.18;3.84;2.13;0.84;0.48;0.64;0.18;0.95;0.57;0.56;0.66;0.61;1.28;0.7;0.67;0.88;0.38;0.25;0.29;1.32;0.69;0.4;0.27;0.78;0.3;1.88;3.03;0.1;0.98;5.32;0.21;0.34;1.04;2019
20230627;20;10120;SELVA;AMAZONAS;CHACHAPOYAS;SOLOCO;1279;217;1062;0.54;42.88;26.4;1.94;1.08;0.42;0.24;0.32;0.09;0.48;0.29;0.29;0.33;0.31;0.65;0.36;0.34;0.45;0.19;0.13;0.15;0.67;0.35;0.2;0.14;0.39;0.15;0.95;1.53;0.05;0.5;2.69;0.11;0.17;0.53;2019
20230627;21;10121;SELVA;AMAZONAS;CHACHAPOYAS;SONCHE;274;106;168;0.54;20.94;12.89;0.95;0.53;0.21;0.12;0.16;0.05;0.24;0.14;0.14;0.16;0.15;0.32;0.17;0.16;0.22;0.09;0.06;0.07;0.33;0.17;0.1;0.07;0.19;0.07;0.46;0.75;0.03;0.24;1.32;0.05;0.08;0.26;2019
20230627;22;10201;SELVA;AMAZONAS;BAGUA;BAGUA;29540;26870;2670;0.43;4178.71;3463.29;8.8;0;13.47;5.36;24.2;3.16;22.27;29.42;10.31;3.99;0;80.44;9.57;10.59;2.47;8.8;3.02;0;51.7;0;0;0;0;0;114.56;196.76;0;9.24;39.93;0;26.21;41.11;2019
20230627;23;10202;SELVA;AMAZONAS;BAGUA;ARAMANGO;10300;2874;7426;0.8;839.21;516.62;38.01;21.11;8.28;4.75;6.35;1.81;9.45;5.68;5.59;6.53;6.06;12.65;6.97;6.6;8.72;3.71;2.47;2.88;13.02;6.81;3.97;2.68;7.69;2.94;18.61;30;1.03;9.73;52.71;2.08;3.36;10.34;2019
20230627;24;10203;SELVA;AMAZONAS;BAGUA;COPALLIN;4787;2370;2417;0.45;389.27;239.64;17.63;9.79;3.84;2.2;2.94;0.84;4.38;2.63;2.59;3.03;2.81;5.87;3.23;3.06;4.04;1.72;1.15;1.33;6.04;3.16;1.84;1.24;3.56;1.36;8.63;13.92;0.48;4.51;24.45;0.96;1.56;4.8;2019
20230627;25;10204;SELVA;AMAZONAS;BAGUA;EL PARCO;1292;669;623;0.5;123.07;75.76;5.57;3.1;1.21;0.7;0.93;0.27;1.39;0.83;0.82;0.96;0.89;1.86;1.02;0.97;1.28;0.54;0.36;0.42;1.91;1;0.58;0.39;1.13;0.43;2.73;4.4;0.15;1.43;7.73;0.3;0.49;1.52;2019
20230627;26;10205;SELVA;AMAZONAS;BAGUA;IMAZA;31300;5618;25682;0.53;1086.8;669.04;49.22;27.34;10.72;6.15;8.22;2.34;12.24;7.35;7.23;8.45;7.85;16.39;9.03;8.55;11.29;4.81;3.2;3.72;16.86;8.82;5.14;3.48;9.95;3.8;24.1;38.85;1.33;12.6;68.27;2.69;4.35;13.39;2019
20230627;27;10206;SELVA;AMAZONAS;BAGUA;LA PECA;6631;4093;2538;0.37;552.76;340.28;25.04;13.91;5.45;3.13;4.18;1.19;6.23;3.74;3.68;4.3;3.99;8.34;4.59;4.35;5.74;2.45;1.63;1.89;8.58;4.48;2.61;1.77;5.06;1.93;12.26;19.76;0.68;6.41;34.72;1.37;2.21;6.81;2019
20230627;28;10301;SELVA;AMAZONAS;BONGARA;JUMBILLA;1354;1112;242;0.72;292.23;179.9;13.24;7.35;2.88;1.65;2.21;0.63;3.29;1.98;1.94;2.27;2.11;4.41;2.43;2.3;3.04;1.29;0.86;1;4.53;2.37;1.38;0.93;2.68;1.02;6.48;10.45;0.36;3.39;18.36;0.72;1.17;3.6;2019
20230627;29;10302;SELVA;AMAZONAS;BONGARA;CHISQUILLA;321;124;197;0.54;24.5;15.08;1.11;0.62;0.24;0.14;0.19;0.05;0.28;0.17;0.16;0.19;0.18;0.37;0.2;0.19;0.25;0.11;0.07;0.08;0.38;0.2;0.12;0.08;0.22;0.09;0.54;0.88;0.03;0.28;1.54;0.06;0.1;0.3;2019
20230627;30;10303;SELVA;AMAZONAS;BONGARA;CHURUJA;301;291;10;0.4;42.45;25.54;2.17;0;0.27;0.03;0.25;0.01;0.36;0.45;0.22;0.04;0;0.54;0.83;0.5;0.14;0.42;0;0.08;1.51;0.01;0.04;0;0.34;0.57;1.35;5.06;0.02;0.04;1.19;0.17;0.17;0.1;2019
20230627;31;10304;SELVA;AMAZONAS;BONGARA;COROSHA;819;80;739;0.54;15.81;9.73;0.72;0.4;0.16;0.09;0.12;0.03;0.18;0.11;0.11;0.12;0.11;0.24;0.13;0.12;0.16;0.07;0.05;0.05;0.25;0.13;0.07;0.05;0.14;0.06;0.35;0.57;0.02;0.18;0.99;0.04;0.06;0.19;2019
20230627;32;10305;SELVA;AMAZONAS;BONGARA;CUISPES;694;384;310;0.54;75.88;46.71;3.44;1.91;0.75;0.43;0.57;0.16;0.85;0.51;0.5;0.59;0.55;1.14;0.63;0.6;0.79;0.34;0.22;0.26;1.18;0.62;0.36;0.24;0.69;0.27;1.68;2.71;0.09;0.88;4.77;0.19;0.3;0.94;2019
20230627;33;10306;SELVA;AMAZONAS;BONGARA;FLORIDA;6409;3858;2551;0.47;661.84;407.43;29.98;16.65;6.53;3.75;5;1.43;7.46;4.48;4.4;5.15;4.78;9.98;5.5;5.21;6.88;2.93;1.95;2.27;10.27;5.37;3.13;2.12;6.06;2.31;14.68;23.66;0.81;7.67;41.57;1.64;2.65;8.16;2019
20230627;34;10307;SELVA;AMAZONAS;BONGARA;JAZAN;7994;6721;1273;0.3;735.95;453.05;33.33;18.51;7.26;4.17;5.56;1.59;8.29;4.98;4.9;5.72;5.32;11.1;6.11;5.79;7.65;3.26;2.17;2.52;11.42;5.97;3.48;2.35;6.74;2.57;16.32;26.31;0.9;8.53;46.23;1.82;2.94;9.07;2019
20230627;35;10308;SELVA;AMAZONAS;BONGARA;RECTA;219;63;156;0.55;12.58;7.74;0.57;0.32;0.12;0.07;0.1;0.03;0.14;0.09;0.08;0.1;0.09;0.19;0.1;0.1;0.13;0.06;0.04;0.04;0.2;0.1;0.06;0.04;0.12;0.04;0.28;0.45;0.02;0.15;0.79;0.03;0.05;0.15;2019
20230627;36;10309;SELVA;AMAZONAS;BONGARA;SAN CARLOS;535;386;149;0.54;76.27;46.95;3.45;1.92;0.75;0.43;0.58;0.16;0.86;0.52;0.51;0.59;0.55;1.15;0.63;0.6;0.79;0.34;0.22;0.26;1.18;0.62;0.36;0.24;0.7;0.27;1.69;2.73;0.09;0.88;4.79;0.19;0.31;0.94;2019
20230627;37;10310;SELVA;AMAZONAS;BONGARA;SHIPASBAMBA;1656;865;791;0.54;170.92;105.22;7.74;4.3;1.69;0.97;1.29;0.37;1.93;1.16;1.14;1.33;1.24;2.58;1.42;1.35;1.78;0.76;0.5;0.59;2.65;1.39;0.81;0.55;1.57;0.6;3.79;6.11;0.21;1.98;10.74;0.42;0.68;2.11;2019
20230627;38;10311;SELVA;AMAZONAS;BONGARA;VALERA;868;282;586;0.54;55.72;34.3;2.52;1.4;0.55;0.32;0.42;0.12;0.63;0.38;0.37;0.43;0.4;0.84;0.46;0.44;0.58;0.25;0.16;0.19;0.86;0.45;0.26;0.18;0.51;0.19;1.24;1.99;0.07;0.65;3.5;0.14;0.22;0.69;2019
20230627;39;10312;SELVA;AMAZONAS;BONGARA;YAMBRASBAMBA;5802;2246;3556;0.54;443.8;273.2;20.1;11.16;4.38;2.51;3.36;0.96;5;3;2.95;3.45;3.21;6.69;3.69;3.49;4.61;1.96;1.31;1.52;6.89;3.6;2.1;1.42;4.06;1.55;9.84;15.87;0.54;5.15;27.88;1.1;1.78;5.47;2019
20230627;40;10401;SELVA;AMAZONAS;CONDORCANQUI;NIEVA;21071;4403;16668;0.56;904.08;706.1;0.89;0;10.52;0;2.18;0;13.3;6.15;6.55;1.49;0.2;14.79;6.3;15.93;7.2;0.05;0.71;1.04;10.52;1.49;1.04;2.58;11.71;0.4;23.23;39.8;0.6;2.18;4.37;0.89;2.28;9.58;2019
20230627;41;10402;SELVA;AMAZONAS;CONDORCANQUI;EL CENEPA;12213;1142;11071;0.55;227.98;140.34;10.33;5.74;2.25;1.29;1.72;0.49;2.57;1.54;1.52;1.77;1.65;3.44;1.89;1.79;2.37;1.01;0.67;0.78;3.54;1.85;1.08;0.73;2.09;0.8;5.06;8.15;0.28;2.64;14.32;0.56;0.91;2.81;2019
20230627;42;10403;SELVA;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;17543;2380;15163;0.54;470.27;289.5;21.3;11.83;4.64;2.66;3.56;1.01;5.3;3.18;3.13;3.66;3.4;7.09;3.91;3.7;4.89;2.08;1.39;1.61;7.3;3.82;2.22;1.5;4.31;1.64;10.43;16.81;0.57;5.45;29.54;1.16;1.88;5.8;2019
20230627;43;10501;SIERRA;AMAZONAS;LUYA;LAMUD;2381;2123;258;0.51;396.28;164.9;44.21;27.93;1.39;1.35;6.62;0;9.49;0;8.68;2.53;0;6.21;1.24;2.91;11.81;1.74;0;0;9.92;2.66;3.92;0;8.27;2.19;12.65;34.51;1.54;1.03;22.68;0.71;1.91;3.28;2019
20230627;44;10502;SELVA;AMAZONAS;LUYA;CAMPORREDONDO;7422;4618;2804;0.54;912.49;561.73;41.33;22.96;9;5.17;6.9;1.97;10.28;6.17;6.07;7.1;6.59;13.76;7.58;7.18;9.48;4.04;2.69;3.13;14.16;7.4;4.31;2.92;8.36;3.19;20.24;32.62;1.12;10.58;57.32;2.26;3.65;11.24;2019
20230627;45;10503;SELVA;AMAZONAS;LUYA;COCABAMBA;2068;366;1702;0.54;72.32;44.52;3.28;1.82;0.71;0.41;0.55;0.16;0.81;0.49;0.48;0.56;0.52;1.09;0.6;0.57;0.75;0.32;0.21;0.25;1.12;0.59;0.34;0.23;0.66;0.25;1.6;2.59;0.09;0.84;4.54;0.18;0.29;0.89;2019
20230627;46;10504;SIERRA;AMAZONAS;LUYA;COLCAMAR;1975;1268;707;0.44;202.56;84.54;10.7;11.13;3.99;2.3;2.89;1.94;3.36;2.18;3.76;2.18;0.81;5.48;2.62;2.46;1.97;1.46;0.72;0.72;4.75;1.68;0.76;0.67;2.14;1.12;8.74;15.62;0.87;1.7;13.54;0.94;2.16;2.66;2019
20230627;47;10505;SELVA;AMAZONAS;LUYA;CONILA;1939;1102;837;0.54;217.75;134.05;9.86;5.48;2.15;1.23;1.65;0.47;2.45;1.47;1.45;1.69;1.57;3.28;1.81;1.71;2.26;0.96;0.64;0.75;3.38;1.77;1.03;0.7;1.99;0.76;4.83;7.78;0.27;2.52;13.68;0.54;0.87;2.68;2019
20230627;48;10506;SIERRA;AMAZONAS;LUYA;INGUILPATA;502;342;160;0.44;54.64;22.8;2.89;3;1.08;0.62;0.78;0.52;0.91;0.59;1.01;0.59;0.22;1.48;0.71;0.66;0.53;0.39;0.19;0.19;1.28;0.45;0.2;0.18;0.58;0.3;2.36;4.21;0.23;0.46;3.65;0.25;0.58;0.72;2019
20230627;49;10507;SELVA;AMAZONAS;LUYA;LONGUITA;892;216;676;0.54;42.68;26.27;1.93;1.07;0.42;0.24;0.32;0.09;0.48;0.29;0.28;0.33;0.31;0.64;0.35;0.34;0.44;0.19;0.13;0.15;0.66;0.35;0.2;0.14;0.39;0.15;0.95;1.53;0.05;0.49;2.68;0.11;0.17;0.53;2019
20230627;50;10508;SIERRA;AMAZONAS;LUYA;LONYA CHICO;876;352;524;0.44;56.23;23.47;2.97;3.09;1.11;0.64;0.8;0.54;0.93;0.61;1.04;0.6;0.23;1.52;0.73;0.68;0.55;0.4;0.2;0.2;1.32;0.47;0.21;0.18;0.59;0.31;2.43;4.34;0.24;0.47;3.76;0.26;0.6;0.74;2019
20230627;51;10509;SIERRA;AMAZONAS;LUYA;LUYA;4139;2418;1721;0.44;386.28;161.21;20.41;21.23;7.61;4.39;5.51;3.7;6.4;4.16;7.17;4.15;1.55;10.45;5;4.69;3.75;2.78;1.37;1.38;9.07;3.2;1.44;1.27;4.08;2.14;16.67;29.79;1.65;3.24;25.82;1.79;4.13;5.08;2019
20230627;52;10510;SIERRA;AMAZONAS;LUYA;LUYA VIEJO;407;407;0;0.44;65.02;27.14;3.43;3.57;1.28;0.74;0.93;0.62;1.08;0.7;1.21;0.7;0.26;1.76;0.84;0.79;0.63;0.47;0.23;0.23;1.53;0.54;0.24;0.21;0.69;0.36;2.81;5.01;0.28;0.55;4.35;0.3;0.69;0.86;2019
20230627;53;10511;SELVA;AMAZONAS;LUYA;MARIA;785;391;394;0.54;77.26;47.56;3.5;1.94;0.76;0.44;0.58;0.17;0.87;0.52;0.51;0.6;0.56;1.16;0.64;0.61;0.8;0.34;0.23;0.26;1.2;0.63;0.37;0.25;0.71;0.27;1.71;2.76;0.09;0.9;4.85;0.19;0.31;0.95;2019
20230627;54;10512;SELVA;AMAZONAS;LUYA;OCALLI;3939;1637;2302;0.54;323.46;199.12;14.65;8.14;3.19;1.83;2.45;0.7;3.64;2.19;2.15;2.52;2.34;4.88;2.69;2.55;3.36;1.43;0.95;1.11;5.02;2.62;1.53;1.03;2.96;1.13;7.17;11.56;0.4;3.75;20.32;0.8;1.29;3.99;2019
20230627;55;10513;SELVA;AMAZONAS;LUYA;OCUMAL;3734;542;3192;0.54;107.1;65.93;4.85;2.69;1.06;0.61;0.81;0.23;1.21;0.72;0.71;0.83;0.77;1.61;0.89;0.84;1.11;0.47;0.32;0.37;1.66;0.87;0.51;0.34;0.98;0.37;2.38;3.83;0.13;1.24;6.73;0.27;0.43;1.32;2019
20230627;56;10514;SIERRA;AMAZONAS;LUYA;PISUQUIA;5125;400;4725;0.44;63.9;26.67;3.38;3.51;1.26;0.73;0.91;0.61;1.06;0.69;1.19;0.69;0.26;1.73;0.83;0.78;0.62;0.46;0.23;0.23;1.5;0.53;0.24;0.21;0.68;0.35;2.76;4.93;0.27;0.54;4.27;0.3;0.68;0.84;2019
20230627;57;10515;SIERRA;AMAZONAS;LUYA;PROVIDENCIA;1399;269;1130;0.44;42.97;17.93;2.27;2.36;0.85;0.49;0.61;0.41;0.71;0.46;0.8;0.46;0.17;1.16;0.56;0.52;0.42;0.31;0.15;0.15;1.01;0.36;0.16;0.14;0.45;0.24;1.85;3.31;0.18;0.36;2.87;0.2;0.46;0.57;2019
20230627;58;10516;SIERRA;AMAZONAS;LUYA;SAN CRISTOBAL;563;448;115;0.29;47.52;19.21;1.58;1.28;1;0.02;0.02;0;1.59;0.48;0.83;0.81;0.03;1.7;0.51;0.29;1.56;0.17;0.25;0.05;1.48;0.22;0.29;0.45;1.13;3.38;1.81;5.57;0.24;0.03;1.13;0.06;0.13;0.22;2019
20230627;59;10517;SIERRA;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;739;381;358;0.44;60.87;25.4;3.22;3.35;1.2;0.69;0.87;0.58;1.01;0.66;1.13;0.65;0.24;1.65;0.79;0.74;0.59;0.44;0.22;0.22;1.43;0.5;0.23;0.2;0.64;0.34;2.63;4.69;0.26;0.51;4.07;0.28;0.65;0.8;2019
20230627;60;10518;SIERRA;AMAZONAS;LUYA;SAN JERONIMO;645;212;433;0.42;32.53;13.57;1.72;1.79;0.64;0.37;0.46;0.31;0.54;0.35;0.6;0.35;0.13;0.88;0.42;0.4;0.32;0.23;0.12;0.12;0.76;0.27;0.12;0.11;0.34;0.18;1.4;2.51;0.14;0.27;2.17;0.15;0.35;0.43;2019
20230627;61;10519;SELVA;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;445;71;374;0.54;14.03;8.64;0.64;0.35;0.14;0.08;0.11;0.03;0.16;0.09;0.09;0.11;0.1;0.21;0.12;0.11;0.15;0.06;0.04;0.05;0.22;0.11;0.07;0.04;0.13;0.05;0.31;0.5;0.02;0.16;0.88;0.03;0.06;0.17;2019
20230627;62;10520;SIERRA;AMAZONAS;LUYA;SANTA CATALINA;2114;441;1673;0.44;70.45;29.4;3.72;3.87;1.39;0.8;1.01;0.68;1.17;0.76;1.31;0.76;0.28;1.91;0.91;0.86;0.68;0.51;0.25;0.25;1.65;0.58;0.26;0.23;0.74;0.39;3.04;5.43;0.3;0.59;4.71;0.33;0.75;0.93;2019
20230627;63;10521;SELVA;AMAZONAS;LUYA;SANTO TOMAS;3127;902;2225;0.54;178.23;109.72;8.07;4.48;1.76;1.01;1.35;0.38;2.01;1.21;1.19;1.39;1.29;2.69;1.48;1.4;1.85;0.79;0.53;0.61;2.77;1.45;0.84;0.57;1.63;0.62;3.95;6.37;0.22;2.07;11.2;0.44;0.71;2.2;2019
20230627;64;10522;SIERRA;AMAZONAS;LUYA;TINGO;1367;787;580;0.44;125.72;52.47;6.64;6.91;2.48;1.43;1.79;1.21;2.08;1.35;2.33;1.35;0.51;3.4;1.63;1.53;1.22;0.9;0.45;0.45;2.95;1.04;0.47;0.41;1.33;0.7;5.43;9.69;0.54;1.05;8.41;0.58;1.34;1.65;2019
20230627;65;10523;SIERRA;AMAZONAS;LUYA;TRITA;1449;898;551;0.42;137.78;57.5;7.28;7.57;2.71;1.56;1.97;1.32;2.28;1.48;2.56;1.48;0.55;3.73;1.78;1.67;1.34;0.99;0.49;0.49;3.23;1.14;0.52;0.45;1.46;0.76;5.95;10.62;0.59;1.16;9.21;0.64;1.47;1.81;2019
20230627;66;10601;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;6399;5305;1094;0.46;890.71;548.32;40.34;22.41;8.79;5.04;6.73;1.92;10.03;6.03;5.93;6.93;6.44;13.43;7.4;7.01;9.25;3.94;2.63;3.05;13.82;7.23;4.21;2.85;8.16;3.12;19.75;31.84;1.09;10.33;55.95;2.21;3.56;10.98;2019
20230627;67;10602;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;2799;71;2728;0.54;14.03;8.64;0.64;0.35;0.14;0.08;0.11;0.03;0.16;0.09;0.09;0.11;0.1;0.21;0.12;0.11;0.15;0.06;0.04;0.05;0.22;0.11;0.07;0.04;0.13;0.05;0.31;0.5;0.02;0.16;0.88;0.03;0.06;0.17;2019
20230627;68;10603;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;633;550;83;0.47;93.82;47.05;1.98;2.99;2.27;0.17;1.41;0.72;1.16;1.33;2.88;2.02;1.26;2.01;1.27;0.43;0.63;0.5;1.06;0.25;2.43;1.82;0.17;0.36;1.34;1.22;1.92;4.93;0.19;0.08;4.79;0.12;0.44;2.62;2019
20230627;69;10604;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;2722;794;1928;0.54;156.89;96.58;7.11;3.95;1.55;0.89;1.19;0.34;1.77;1.06;1.04;1.22;1.13;2.37;1.3;1.23;1.63;0.69;0.46;0.54;2.43;1.27;0.74;0.5;1.44;0.55;3.48;5.61;0.19;1.82;9.85;0.39;0.63;1.93;2019
20230627;70;10605;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;2465;447;2018;0.54;88.32;54.37;4;2.22;0.87;0.5;0.67;0.19;0.99;0.6;0.59;0.69;0.64;1.33;0.73;0.7;0.92;0.39;0.26;0.3;1.37;0.72;0.42;0.28;0.81;0.31;1.96;3.16;0.11;1.02;5.55;0.22;0.35;1.09;2019
20230627;71;10606;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;1691;905;786;0.54;178.82;110.08;8.1;4.5;1.76;1.01;1.35;0.39;2.01;1.21;1.19;1.39;1.29;2.7;1.49;1.41;1.86;0.79;0.53;0.61;2.77;1.45;0.85;0.57;1.64;0.63;3.97;6.39;0.22;2.07;11.23;0.44;0.72;2.2;2019
